Название;Описание;Цена;Цена до скидки;Фото 1;Фото 2;Фото 3;Категория;Бранд;;
"Амла (Amla tab) Shri Ganga, 200 таб
";"АМЛА (Amla) компании Shri Ganga – всемирно известное исцеляющее средство очень широкого спектра действия. Его основа – растение Золотого ряда Аюрведы, «индийский крыжовник», называемый Амалаки, Амла, Амлаки, Амалки в разных индийских наречиях, очень богатый витамином С (до 3000 мг в одном плоде) и за счет этого обладающий целебным действием.
Амла омолаживает организм, вливает в него энергию, усиливает работу иммунной системы и повышает резистентность к заболеваниям, очищает организм от шлаков и токсинов, поддерживает функцию сердца, позитивно сказывается на состоянии зрения и кожи. Доказано, что она стимулирует синтез гемоглобина. Амла – антиоксидант и мощный регенератор, поэтому он входит в состав знаменитых Чаванпрашей, а также амла – одна часть из трех в формуле Трифалы.
В препарате Амла аскорбиновая кислота соединяется с галлиевой кислотой (источником полифенона) и с таниновым комплексом (эмбликан-А и эмбликан-В – экстракты эмблики), благодаря чему витамин С в его составе не распадается даже при температуре 100?С и в высушенном виде сохраняется до трех лет. В амле содержатся также пектин, глюкоза, клетчатка, протеины, лимонная и никотиновая кислоты, каротин, рибофлавин, ниацин, тиамина бромид, метионин, триптофан, флавоноиды, дубильные вещества, минералы Ca, Fe, P, Cu, целлюлоза, альбумин, камедь, филембин и цитокинины (зеатин, зеатинрибозид, зеатиннуклеотид и супероксиддисмутаза).
Отдельно скажем об иммуномодулирующем действии Амлы. Повышать иммунитет нужно не всем и не всегда, поскольку существуют аутоиммунные заболевания (бронхиальная астма, инсулинзависимый сахарный диабет, гломерулонефрит, псориаз). Амла же гармонизирует иммунную систему.";522;550;https://cdn1.ozone.ru/s3/multimedia-l/wc1000/6257551869.jpg;;;Здоровье;maharishi;;
"MAHABHRINGRAJ OIL Baidyanath (Махабринградж масло для волос, Бадьянатх), 100 мл.
";"Масло для волос Махабрингарадж – удивительный косметический продукт Аюрведы на основе древнего лекарственного растения брингарадж, которое оздоравливает кожу головы и укрепляет структуру волос. Лечит перхоть, выпадение волос, предотвращает седину и снимает напряжение скальпа за счёт стимуляции кровообращения кожи головы. Является отличным средством наружного применения при бессоннице.

Данное масло изготовлено в соответствии с традиционной рецептурой Аюрведы на основе целебного растения брингарадж, настоянного на кунжутном масле. Это чрезвычайно популярное в Индии средство, которое используется для ухода за волосами и лечения кожи головы. Кроме того, продукт обогащён обширным составом других не менее полезных трав, таких как экстракт лотоса, куркумы, алоэ, сандала и многих других.

Экспертами Аюрведы брингарадж рекомендуется при интенсивной потере волос у мужчин и женщин, вплоть до появления очагов облысения. Он способствует укреплению волосяных фолликул, их усиленному питанию, активирует кровоснабжение кожи головы, благодаря чему и прекращает выпадение. Проникая в структуру волос, оно оказывает глубокий эффект увлажнения и восстановления, а кожу слегка охлаждает, лечит от зуда, перхоти и раздражения.

Таким образом, Махабрингарадж можно с уверенностью отнести к стимулирующим тоникам для интенсивного роста и оживления структуры волос. Если втирать масло в кожу, то оно оказывает седативное воздействие, дарит глубокий и спокойный сон.

С Махабрингарадж Ваши волосы приобретут силу, заметный объём и эластичность. С его использованием проблема секущихся кончиков и появления новых седых волосков перестанет Вас волновать.

Данный продукт применяют в случае депрессии, при нарушении работы щитовидной железы и даже эпилепсии. Оно рекомендуется также в качестве массажного масла для всего тела.

Данное средство является одним из самых востребованных и популярных в системе Аюрведической медицины. Это абсолютно натуральное масло без парфюмерных отдушек.";476;520;https://india-bazar.ru/images/stories/virtuemart/product/mahabhringraj-oil-baidyanath-makhabringradzh-maslo-dlya-volos-badyanatkh-100-ml.png;https://india-bazar.ru/images/stories/virtuemart/product/mahabhringraj-oil-baidyanath-makhabringradzh-maslo-dlya-volos-badyanatkh-100-ml.jpg;;Красота;bastofindia;;
"SUGAR CONTROL GLASS Vijaysar, J.N.Herbaceutical (ВИДЖАЙСАР Диабетический стакан), 1 шт.
";"Стакан из виджайсара называют антидиабетическим стаканом. И это не удивительно. При регулярном использовании воды, настоянной в стакане виджайсар, у больных с сахарным диабетом наблюдается снижение уровня глюкозы в крови, повышение регенерации поджелудочной железой бета-клеток, снижение уровня холестерина, улучшается работа сердца и снижается риск воспалительных заболеваний. И это далеко не полный перечень.
 
Показания:
 
Диабет – лечение и профилактика,
избыточный вес,
высокое кровяное давление,
боли в суставах,
проблемы пищеварения,
профилактическая очистка организма от шлаков, улучшение состава крови,
улучшения общего самочувствия.
Метод применения:
Вечером наполните стакан питьевой водой (комнатной температуры) до краёв.
Поставьте на ночь. Вода впитает в себя полезные вещества этого дерева.
Проснувшись утром, почистите язык языкочисткой, прополоскайте рот, но пока не чистите его зубной пастой и не ходите в туалет.
Выпейте эту воду, повернувшись лицом на восток.
Затем можете идти в туалет и чистить зубы пастой.";724;805;https://india-bazar.ru/images/stories/virtuemart/product/sugar-control-glass-j-n-herbaceutical-vidzhajsar-diabeticheskij-stakan-1-sht.jpg;;;Здоровье;dabur;;
"Herbal Tonic PURE ROSE WATER, Indian Khadi (Натуральный тоник ЧИСТАЯ РОЗОВАЯ ВОДА, Индиан Кхади), спрей 200 мл.
";"Натуральная розовая вода-тоник может использоваться для завершения процедуры очищения лица — увлажните ватный диск и протрите лицо после умывания. Действующие вещества растворят остатки загрязнений, оставляя кожу нежной, дышащей, гладкой, эффективно увлажненной.

Растительный глицерин является одновременно эмульгатором и увлажняющим агентом тоника, позволяя удерживать в коже максимальное количество влаги. Смягчает кожу, устраняет воспаления.

Натуральную розовую воду-тоник особенно эффективно использовать в жаркую погоду или в ситуациях, когда коже нужен особенно эффективный уход и увлажнение.

ПРИМЕНЕНИЕ

Для увлажнения кожи перед нанесением крема;
для завершения процедуры очищения кожи;
наносится на волосы перед укладкой для смягчения, увлажнения, защиты, придания сногсшибательного аромата.";272;302;https://india-bazar.ru/images/stories/virtuemart/product/herbal-tonic-pure-rose-water-indian-khadi-naturalnyj-tonik-chistaya-rozovaya-voda-indian-kkhadi-200-ml54.jpg;;;Красота;himalaya;;
"Neha Herbals HERBAL MEHANDI (Натуральная хна на травяной основе Нэха Хэрбалс), 20 г.
";"Изготовленая из органических натуральных экстрактов и ингридиентов, Neha Hair Mehandi дает вашим волосам естественный тон и укрепляет их. Волосы чувствуют насыщение и остаются с невероятным оттенком, который вы обязательно полюбите. Инновационные продукты были разработаны, чтобы сделать окрашивание волос более простым и беспрепятственным. Кроме того, она охлаждает кожу головы и оставляет волосы с мягким глянцевым окрашиванием и шелковистой текстурой.

Neha Herbal Mehandi изготовленна из натуральной хны и смеси различных трав, вместе они делают волосы блестящими, мягкими, длинныеми и густыми. Травяная хна Неха Хербал Мехенди также предотвращает выпадение волос и появление перхоти.

Обратите внимание, что эта хна с травами является 100% натуральной, в ее составе нет никаких химикатов или красителей! Хна Neha Herbal Mehandi совершенно безопасна для волос и кожи.";54;60;https://india-bazar.ru/images/stories/virtuemart/product/neha-herbals-herbal-mehandi-naturalnaya-khna-na-travyanoj-osnove-nekha-kherbals-20-g.png;;;Красота;maharishi;;
"Get BOLD MASCARA, Beautiful Fanned Lashes, Blue Heaven (Тушь для ресниц, Блю Хэвен), 6,5 мл.
";"Натуральная индийская тушь для ресниц индийская Blue Heaven | Блу Хевен придает взгляду выразительности, подчеркивая красоту ресниц, делая их более черными и объемными.

Как и вся аюрведическая индийская косметика, тушь обладает и целебными свойствами. Так, ее главный компонент – сурьма – был известен женщинам древнего Востока как природное ухаживающее средство за ресницами и бровями. Они использовали ее в чистом виде в качестве средства для макияжа, а также для лечения и придания густоты ресницам.

Сегодня натуральная сурьма входит в состав многих средств из серии аюрведической косметики. Ее полезные свойства усиливаются при помощи целебных трав и натуральных компонентов.

Тушь для ресниц индийская Blue Heaven | Блу Хевен: особенности
Уникальная лечебная тушь – отличное решение для светлых, редких и ослабленных ресниц, так как позволяет придать им густоты и жизненных сил. Она достаточно быстро высыхает, не осыпается с течением времени, а также обладает водостойкими свойствами.

Кроме того, индийская тушь имеет следующие особенности:

помогает увлажнить волоски и придать им нужную форму;
увеличивает объем, создает эффект густых, здоровых ресниц, а также стимулирует их рост;
обладает удлиняющим эффектом;
гипоаллергенность, так как натуральные компоненты не вызывают раздражений. Поэтому тушь можно рекомендовать использовать и для чувствительных глаз;
отлично разделяет ресницы, не склеивая их.";180;200;https://india-bazar.ru/images/stories/virtuemart/product/liquid-mascara-blue-heaven-tush-dlya-resnits-blyu-kheven-65-ml-1.jpg;https://india-bazar.ru/images/stories/virtuemart/product/liquid-mascara-blue-heaven-tush-dlya-resnits-blyu-kheven-65-ml.jpg;;Красота;bastofindia;;
"Get Bold EYE LINER, Water Proof, BLACK DIAMOND, Blue Heaven (ПОДВОДКА ДЛЯ ГЛАЗ водостойкая, черная, Блю Хэвен), 7 мл.
";"• Водонепроницаемый
• Сильно пигментированный
• Быстрое высыхание

Водостойкая подводка для глаз от Blue Heaven, которая обеспечивает интенсивный цвет. Идеально подходит для ежедневного использования, так как он плавно скользит по коже и быстро высыхает после этого. Экспериментируйте с разными цветами и разными взглядами, такими как кошачьи глаза, открытые крылья или широкий взмах. 

Водостойкая подводка для глаз Blue Heaven натуральный состав подводки подходит для любого типа кожи не вызывает аллергии. Идеально подчеркнет ваш взгляд сделав ваши глаза выразительными и незабываемыми. удобная кисточка которая без труда сделает тонкие, прямые линии. В состав входит: Витамин Е, мёд, воск, масло камфора, масло сандала.

Абсолютно безвредна для Ваших глаз и ресниц, и позволит Вам прокрашивать полностью линию Ваших глаз,не оставляя светлых пятен. Обладает насыщенным чёрным цветом. Питает корни ресниц и защищает их в течении дня.";180;200;https://india-bazar.ru/images/stories/virtuemart/product/eye-liner-water-proof-blue-heaven-podvodka-dlya-glaz-vodostojkaya-blyu-kheven-7-ml-4.jpg;https://india-bazar.ru/images/stories/virtuemart/product/eye-liner-water-proof-blue-heaven-podvodka-dlya-glaz-vodostojkaya-blyu-kheven-7-ml95.jpg;https://india-bazar.ru/images/stories/virtuemart/product/eye-liner-water-proof-blue-heaven-podvodka-dlya-glaz-vodostojkaya-blyu-kheven-7-ml.jpg;Красота;dabur;;
"MAANASAMITHRA VATAKAM tablet, Nagarjuna (МАНАСАМИТРА ВАТАКАМ, Нагарджуна), 50 таб.
";"Манасамитра Ватакам от Нагарджуна - препарат, который окажет огромную помощь, если нужно быстро повысить умственную активность, пережить процесс адаптации к новым условиям, а также справиться с симптомами неврологических недугов. Имеет в буквальном смысле ""богатый"" состав, который включает в себя растения и минералы, специальным образом обработанное золото, серебро, жемчуг, коралл и др. Каждый из них по-своему благотворно влияет на состояние нервных клеток, повышение интеллектуальной активности и стрессоустойчивости.

Для того, чтобы подтвердить насколько эффективно это средство, достаточно упомянуть, что оно успешно используется при конвульсиях, энурезе, депрессии, психозе, лунатизме и многих других не менее сложных заболеваниях психики.

Однако не стоит думать, что Манасамитра Ватакам может быть использована только лишь при таких серьезных проблемах. Несложно представить насколько мощный целебный эффект препарат может оказать при обычной бессоннице, стрессе, а также при смене жизненных обстоятельств, вызывающих острые переживания; при переезде, увеличении умственной нагрузки, ситуаций повышенной ответственности в рабочей обстановке и пр.

Манасамитра Ватакам от Коттаккал Аюрведы показывает высокую эффективность при любых нервных и психических расстройствах, распространенных в современном мире психосоматических симптомах, а также алкоголизме, эпилепсии, частичной или даже полной потере памяти. Таким образом, это средство отлично подойдёт как для тех, кто нуждается в серьезном лечении, так и для здоровых людей в сложных жизненных обстоятельствах. Очень ценным достоинством данного препарата является то, что в отличие от большинства химических средств подобного назначения, он абсолютно не имеет побочных эффектов и не вредит здоровью.";1170;1300;https://india-bazar.ru/images/stories/virtuemart/product/maanasamithra-vatakam-tablet-nagarjuna-manasamitra-vatakam-nagardzhuna-50-tab49.jpg;;;Здоровье;bastofindia;;
"TRIFLA (triphala) GUGGULU Dabur (Трифала Гуггулу Дабур), 40 таб.
";"Трифала - это древняя формула по оздоровлению организма, его очищения от шлаков и токсинов, а также повышения защитной функции иммунитета. Трифала широко применяется в практике Аюрведы для лечения и профилактики множества заболеваний различных возрастных категорий.

Название продукта «Трифала» переводится как «три фрукта». Это объясняется тем, что препарат содержит в своем составе три плода: амлу, харитаки и бибхитаки.

Препарат воздействует на все типы тканей человека и балансирует все три доши - Вата, Питту и Капху, приводя в состояние оптимального функционирования все системы жизнедеятельности организма. Благодаря такому эффекту самочувствие человека значительно улучшается. В каком бы возрасте он ни был, он начинает меньше болеть и страдать желудочно-кишечными расстройствами, улучшается состояние кожи, уходят боли в суставах, быстрее заживают различные повреждения на теле - раны и ссадины, увеличивается активность и повышается работоспособность.

В результате мягкого и постепенного освобождения тела от амы (токсинов и шлаков), трифалы тонизирует и омолаживает ткани организма, повышает эффективность обменных процессов. После очищения толстого и тонкого кишечника, а также печени и желчного пузыря, селезенки и поджелудочной железы, нормализуются все функции ЖКТ. Повышается выработка энзимов, которые разрушают сложные продукты до более простых, что способствует улучшению всасываемости полезных веществ с пищей, в результате чего организм начинает получать больше питательных веществ и витаминов для своей полноценной работы.

При употреблении этой чурны организм перестаёт страдать от хронических запоров, так как под её действием смягчаются каловые массы, что облегчает процесс очищения кишечника. Вместе с этим она убивает многие желудочно-кишечные патогены. Кроме того, действуя как энтеросорбент, препарат нормализует липидный обмен и позволяет контролировать аппетит за счет лучшего усвоения пищи, что делает ее незаменимой в борьбе с избыточным весом.

Кроме всего перечисленного, препарат является источником витаминов, особенно витамина С и используется в качестве пищевой добавки. Трифала питает ум и тело, а на более глубоком уровне помогает очистить ауру, развить умственные способности и наладить работу чакр.

Древнеиндийский священный текст Чарака-самхита говорит о Трифале так: «Тот, кто принимает трифалу в течение года, избавится от всех болезней и доживет до ста лет!";196;218;https://india-bazar.ru/images/stories/virtuemart/product/dabur-trifla-triphala-guggulu-trifala-guggulu-dabur-40-tab.jpg;;;Здоровье;dabur;;
"BGR-34 Carbohydrate Metaboliser, Amil (БГР-34 метаболизатор глюкозы, Амил), 100 таб.
";"БГР-34 (BGR-34) - это средство помогает регулировать карбогидратный метаболизм, предотвращает долгосрочные осложнения. Борется со слабостью и усталостью. Преобразует проинсулин в инсулин, регулирует гомеостаз глюкозы, питает и укрепляет жизненно важные органы. Усиливает защитные функции организма.

Основная информация:
регулирует карбогидратный метаболизм
помогает при слабости и усталости
регулирует гомеостаз глюкозы
питает и укрепляет жизненно важные органы

Показания к применению:
нарушенный обмен веществ
сахарный диабет
слабость
усталость

Активнодействующие компоненты:
Дарухаридра (Berberis aristata) - антиоксидант, омолаживает организм, эффективный очиститель крови.
Виджайсар (Pterocarpus marsupium) - оказывает гипогликемизирующее действие, обладает желчегонными свойствами.
Гудмар (Gymnema sylvestre) - обладает противодиабетическими свойствами, предотвращает ожирение печени.";1170;1300;https://india-bazar.ru/images/stories/virtuemart/product/bgr-34-carbohydrate-metaboliser-amil-bgr-34-metabolizator-glyukozy-amil-100-tab.jpg;;;Здоровье;himalaya;;
"DRAKSHADI KWATHAM tablets Kottakkal Ayurveda (ДРАКШАДИ Кватхам таблетки, для лечения нервной системы, Коттаккал Аюрведа), 100 таб.
";"Дракшади Кватхам - средство для укрепления нервной системы, облегчения состояния при нервно-психических заболеваниях от тревоги и плохого настроения до более серьёзных расстройств психики. Отлично помогает при похмелье.

Данный препарат широко известен. Он имеет форму таблеток и содержит сбор трав, но его главный лечебный ингредиент – это изюм. Столь привычный для нас продукт на самом деле при правильной обработке и употреблении может значительно облегчить состояние при многих недугах.

Самым серьезным заболеванием, при котором применяется данный препарат, являются различные формы безумия. При лечении им наблюдаются очень хорошие результаты. Тем не менее, средство может быть использовано и для менее серьезных расстройств.

Например, синдром похмелья, жажда, желтуха, носовое кровотечение, лихорадка, усталость и головокружение - все эти неприятные состояния могут быть сняты этим препаратом. Следует отметить, что Дракшади Кватхам лечит лихорадку, причиной которой является дисбаланс Вата и Питта дош.

Что касается синдрома похмелья, то это не единственный эффект устранения неприятных последствий принятия алкоголя с помощью этого препарата. Не секрет, что в результате чрезмерного злоупотребления спиртными напитками страдает не только печень, но и нервная, пищеварительная, мочеполовая системы, организм в целом. Представленное средство не просто снимает симптомы, но ускоряет вывод алкоголя из печени, защищает и восстанавливает ее.";936;1040;https://downloader.disk.yandex.ru/preview/e7618ed4b2eed5f1f1712ca53a9b637cec16ec0ac3161390d045834327eed2b8/63869727/q2LSoaTYnSqQejTjSWFUpKhXAkReq_cj2IAjILTTAjUPFsl6ABUQIyeZUFShLKfP9bEYHZil2oZUxN8wf0XHog%3D%3D?uid=0&filename=IMG_0050%20%282%29.jpg&disposition=inline&hash=&limit=0&content_type=image%2Fjpeg&owner_uid=0&tknv=v2&size=1838x937;;;Здоровье;maharishi;;
"BALA TAILAM Softgel Capsules, Kottakkal (БАЛА ТАЙЛАМ, Коттаккал), 100 капс.
";"Бала таил - одно из самых известных аюрведических масел.

Мягкие капсулы Bala Tailam дают замечательные результаты при артрите, так как они помогают питать кости, мышцы и хрящи, уменьшают вата в суставах и нервах и повышают гибкость сухожилий, мышц и суставов.

Основные показания для использования Бала таилам - неврологические нарушения.

Это масло эффективно при лечении таких заболеваний как паралич, гемиплегия, эпилепсия, воспаления нервов, в том числе тройничного нерва.

Кроме того, Бала таил эффективно при различных воспалительных процессах в суставах, ревматизме.

Так же Бала таил эффективно при бесплодии, оно благотворно воздействует на женские репродуктивные органы и грудь, улучшает созревание яйцеклетки, ее перемещение и закрепление в матке, а у мужчин улучшает количество и качество семени.

Регулярное использование Бала таил позволяет победить многие хронические нарушения в работе респираторной системы, а также увеличить объем легких.

Бала таил является хорошим антиоксидантом и иммуномодулятором.";890;989;https://india-bazar.ru/images/stories/virtuemart/product/bala-tailam-softgel-capsules-kottakkal-bala-tajlam-kottakkal-100-kaps.jpg;;;Здоровье;bastofindia;;
"DHANWANTARAM GULIKA Kottakkal Ayurveda (Дханвантарам Гулика, для лечения болезней вата-доши, Коттаккал Аюрведа), 100 таб.
";"Дханвантарам Гулика - препарат, произведённый на основе лекарственных трав и прекрасно справляющийся с заболеваниями Вата-доши. Особенно хорошо он помогает при болезнях пищеварительной и дыхательной систем, ведь от их правильной работы зависит успешное функционирование всего организма.

Спектр болезней, которые можно лечить этим средством, чрезвычайно широк, мы перечислим лишь некоторые из них. Это кашель, изжога, запор или, напротив, слишком жидкий стул, вздутие живота, колики, простуда, одышка, бронхит. Помогает справиться даже с назойливой икотой, которая при всей своей невинности доставляет массу неприятных ощущений.

Что важно, препарат не только разрешён для приёма беременным женщинам, но очень полезен для них, так как облегчает состояние при ряде зачастую характерных для этого положения симптомах: гипертонус матки, спазм мышц в области малого таза, токсикоз. Его также рекомендуется применять беременным в качестве профилактического средства против простудных заболеваний, ведь все болезни, которые переносит мать, отражаются на малыше.

Препарат хорошо работает в комплексе с другими средствами для исцеления от таких проблем, как предменструальный синдром, гипотония, артроз и различного рода воспаления, нервные расстройства.

НАЗНАЧЕНИЕ

Кашель, изжога, запор, вздутие живота, колики, простуда, одышка, бронхит, икота, гипертонус матки, спазм мышц в области малого таза, предменструальный синдром, гипотония, артроз, воспаления, нервные расстройства, вата дисбаланс.
";675;750;https://india-bazar.ru/images/stories/virtuemart/product/dhanwantaram-gulika-kottakkal-ayurveda-dkhanvantaram-gulika-dlya-lecheniya-boleznej-vata-doshi-kottakkal-ayurveda-100-tab.png;;;Здоровье;dabur;;
"YOGARAJGUGGULU VATIKA, Kottakkal Ayurveda (ЙОГАРАДЖГУГГУЛУ ВАТИКА, Коттаккал Аюрведа), 100 таб.
";"Йогарадж Гуггул - натуральное средство для больных суставов и позвоночника. Рецептура этого препарата описана в самых известных древних текстах по Аюрведе и его эффективность проверена многовековой практикой. Традиционно Йогорадж Гуггул используется для лечения опорно-двигательного аппарата. Кроме этого он обладает общеукрепляющим и очищающим действием, а также используется как омолаживающее и восстанавливающее средство.

Препарат Йогорадж Гуггул имеет двойное воздействие: с одной стороны он действует как расаяна (прочищая энергетические каналы, сжигая Аму и нормализуя пранические протоки), а с другой стороны обладает свойствами лекарственного препарата.

Йогарадж Гуггул – классическая формула Аюрведы, способствующая выводу избыточной Ваты из организма.

Препарат высоко эффективен для лечения большинства заболеваний, вызванных расстройством Вата доши, особенно связанных с накоплением избыточной Ваты в районах суставов, костей, мышц.

Йогарадж Гуггул нормализует работу всего опорнодвигательного аппарата, позволяет оперативно устранить болевые ощущения в суставах, костях, мышцах, успокаивает воспалительные процессы в теле, позволяет ускорить восстановление после спортивных травм и операций.

Одним из основных компонентов Йогорадж гуггул является смола дерева гуггул, которая обладает мощным очищающим свойством, помогая избавиться от накопившихся шлаков и токсинов на клеточном уровне. Гуггул улучшает микроциркуляцию в суставных тканях и позвоночнике, активизирует регенерацию хрящей, выводит из организма нерастворимые соли, способствует снижению уровня холестерина. В составе Йогарадж гуггул, смола объединяет и усиливает качества всех компонентов, активизирует их, способствуя лучшему усвоению препарата.

Биохимические исследования показали, что основное действие Йогорадж Гуггул обусловлено его способностью активизировать центры саморегуляции и детоксикации суставов, позвоночника и почек. Вследствие этого из организма начинают постепенно выводиться эндотоксины и клеточные «шлаки», исчезают воспаление и отек суставов, улучшается микроциркуляция костно-суставных тканей и кожи, нормализуется биохимический состав и необходимый объем синовиальной жидкости, усиливается регенерация хрящей, восстанавливается иммунное равновесие и достаточно быстро проходит суставная боль.";684;760;https://india-bazar.ru/images/stories/virtuemart/product/yogarajguggulu-vatika-kottakkal-ayurveda-jogaradzhguggulu-vatika-kottakkal-ayurveda-100-tab.jpg;;;Здоровье;bastofindia;;
"PILOCID Tablet, Kottakkal Ayurveda (ПИЛОЦИД, Коттаккал Аюрведа), 100 таб.
";"содержит натуральные компоненты
способствует заживлению ран и трещин
улучшает моторику кишечника, облегчая опорожнение и избавляя от запора
облегчает протекание геморроя и сопутствующих его симптомов
БАД, не является лекарственным средством
пищевая аюрведическая добавка

Пилоцид (Pilocid Tablet) – это средство на основе растительных компонентов от геморроя. Способствует заживлению ран и трещин. Пищевая добавка улучшает моторику кишечника, облегчает процесс опорожнения и избавляет от запора. Ее применение облегчает протекание геморроя и сопутствующих его симптомов.

Показания к применению:
геморрой
запор

Противопоказания:
индивидуальная непереносимость отдельных компонентов
при беременности и в период лактации необходимо проконсультироваться с врачом";864;960;https://india-bazar.ru/images/stories/virtuemart/product/pilocid-tablet-kottakkal-ayurveda-pilotsid-kottakkal-ayurveda-100-tab.jpg;;;Здоровье;dabur;;
"IMUPSORA tablets Charak (Имупсора ТАБЛЕТКИ, средство от псориаза, Чарак), блистер 30 таб.
";"Имупсора в таблетках - препарат для комплексного лечения псориаза. При использовании данного средства Вы получите мощный противоопухолевый эффект, заметите уменьшение шелушения, зуд и покраснения кожи, а также снижение характера местных уплотнений, возникающих из-за ускоренного клеточного деления.

Псориаз – это крайне неприятное кожное заболевание, от которого страдает около 4% населения Земли. Особая неприятность данного заболевания связана с тем, что традиционные мази и таблетки от него, по некоторым данным, помогают лишь в 22% случаев. Другая неприятность – что он чаще всего встречается у молодых людей, которые особенно переживают по поводу своей привлекательности. Многие вынуждены вновь и вновь переживать борьбу с покраснением и шелушением кожи, причем некоторые даже на таких участках кожи, как голова.

К счастью, псориаз незаразное заболевание, и все же это не всегда удобно объяснять окружающим. Разумеется, чаще всего таблетки лечат лишь симптомы. Однако за ними, как обычно, стоят вполне конкретные причины: низкий иммунитет, нервные нарушения, нарушения обмена веществ и деятельности внутренних органов. Поэтому именно препараты, направленные на лечение причин, оказываются наиболее эффективными. Имупсора содержит в себе комплекс растительных веществ, устраняющих эти причины, активно борется с бактериями и грибком изнутри, способствует повышению иммунитета, защищает от негативного воздействия внешних факторов.

Средство может быть применено в комплексе с другими препаратами, если Вы пока не готовы отказаться от привычных препаратов.";270;300;https://india-bazar.ru/images/stories/virtuemart/product/imupsora-tablets-charak-imupsora-sredstvo-ot-psoriaza-charak-blister-30-tab.jpg;;;Здоровье;himalaya;;
