Название;Описание;Цена;Цена до скидки;Фото 1;Фото 2;Фото 3;Категория;Sub category
"KUMKUMADI Tailam Oil Vasu (Кумкумади омолаживающее масло для лица Васу), 25 мл.
";"Масло «Кумкумади» обладает уникальной способностью в короткие сроки омолаживать и очищать кожу лица, делая ее бархатистой и гладкой.

НАЗНАЧЕНИЕ

Расширенные поры, морщины, тусклый и неровный цвет лица, шелушащаяся кожа, раздражение, кожные болезни, аллергия, сухость и вялость кожи, пятна, шрамы, гиперпигментация.

Эффективность омолаживающего свойства масла можно объяснить принципом его действия: активные вещества проникают глубоко в кожу и воздействуют на внутриклеточном уровне, влияя на глубинную структуру кожи.
Результат применения масла «Кумкумади» даже в короткие сроки – упругая, гладкая кожа без морщинок, более ровный и красивый цвет лица со стойким матовым эффектом.

АКТИВНЫЕ ИНГРЕДИЕНТЫ

- Кунжутное масло (Sesamum indicum). Богатый полезными веществами и органическими соединениями растительный продукт поддерживает в норме большинство процессов, происходящих во всех слоях кожи (синтез клеток, кровообращение, кислородный обмен и пр.); оказывает бактерицидное, противовоспалительное, антигрибковое, ранозаживляющее действие.
- Шафран (Crocus). Шафран оказывает комплексное положительное воздействие на кожу лица, а именно прекрасно восстанавливает, очищает, способствует обновлению клеток. Благодаря противовоспалительному воздействию шафрана на лице реже появляются угри, пигментные пятна, различные высыпания и раздражения.
- Сандал (Chandana). Лечит кожные заболевания, облегчает воспаление и зуд.
- Эгле Мармеладная (Aegle marmelos). Очищает кровь даже от застарелых токсинов.
- Ветивер (Vetiveria zizanioides). Антисептическое, бактерицидное средство, увлажняет и смягчает кожу.
- Козье молоко (Aja dugdha). Известное средство для оздоровления и омоложения организма, богатый источник витаминов и минералов, имеет выраженные антибактериальные свойства, повышает иммунитет.";324;360;https://india-bazar.ru/images/stories/virtuemart/product/kum-kumadi-oil-kumkumadi-omolazhivayushchee-maslo-dlya-litsa-25-ml.jpg;;;Красота;Уход за Лицам
"KUMKUMADI Tailam Oil Vasu (Кумкумади омолаживающее масло для лица Васу), 50 мл.
";"Масло «Кумкумади» обладает уникальной способностью в короткие сроки омолаживать и очищать кожу лица, делая ее бархатистой и гладкой.

НАЗНАЧЕНИЕ

Расширенные поры, морщины, тусклый и неровный цвет лица, шелушащаяся кожа, раздражение, кожные болезни, аллергия, сухость и вялость кожи, пятна, шрамы, гиперпигментация.

Эффективность омолаживающего свойства масла можно объяснить принципом его действия: активные вещества проникают глубоко в кожу и воздействуют на внутриклеточном уровне, влияя на глубинную структуру кожи.
Результат применения масла «Кумкумади» даже в короткие сроки – упругая, гладкая кожа без морщинок, более ровный и красивый цвет лица со стойким матовым эффектом.

АКТИВНЫЕ ИНГРЕДИЕНТЫ

- Кунжутное масло (Sesamum indicum). Богатый полезными веществами и органическими соединениями растительный продукт поддерживает в норме большинство процессов, происходящих во всех слоях кожи (синтез клеток, кровообращение, кислородный обмен и пр.); оказывает бактерицидное, противовоспалительное, антигрибковое, ранозаживляющее действие.
- Шафран (Crocus). Шафран оказывает комплексное положительное воздействие на кожу лица, а именно прекрасно восстанавливает, очищает, способствует обновлению клеток. Благодаря противовоспалительному воздействию шафрана на лице реже появляются угри, пигментные пятна, различные высыпания и раздражения.
- Сандал (Chandana). Лечит кожные заболевания, облегчает воспаление и зуд.
- Эгле Мармеладная (Aegle marmelos). Очищает кровь даже от застарелых токсинов.
- Ветивер (Vetiveria zizanioides). Антисептическое, бактерицидное средство, увлажняет и смягчает кожу.
- Козье молоко (Aja dugdha). Известное средство для оздоровления и омоложения организма, богатый источник витаминов и минералов, имеет выраженные антибактериальные свойства, повышает иммунитет.";585;1050;https://cdn1.ozone.ru/multimedia/c500/1025003385.jpg;;;Красота;Уход за Лицам
"Himalaya PIMPLE CLEAR Cream (Крем от прыщей, Хималая), 20 г.
";"Крем от прыщей и угревой сыпи от Хималая - средство, которое способствует быстрому заживлению воспалений на коже, оказывает матирующий эффект. Крем обладает приятным тонким ароматом, перламутровым оттенком и нежной, воздушной консистенцией, напоминающей пенку.

Благодаря своему натуральному составу, который включает в себя как растительные ингредиенты, так и минеральные, крем способен глубоко проникать в слои кожи, подавляя жизнедеятельность микробов и очищая поры, не дает прыщикам стать гнойными, подсушивая их на стадии формирования.

Таким образом он дезинфицирует очаг воспаления, не допуская расширения бактериальной среды. Через некоторое время после нанесения крема, Вы заметите, что воспаление проблемного участка кожи уменьшилось в размерах, спало покраснение, а в некоторых случая и отёк, исчезли болевые ощущения при прикосновении к этой области.

Средство легко наносится и быстро впитывается, не забивая при этом поры и абсолютно не ощущается на коже. Подсушивающий и заживляющий эффект, действующий на воспалённые участки, не распространяется на всю кожу, так как крем прекрасно увлажняет кожу, которая за счёт содержания в составе алоэ вера после его нанесения приобретает удивительную мягкость и нежность. Поэтому данный крем рекомендуется наносить на всю поверхность кожи для профилактики появления воспалительных элементов без риска пересушить её.";162;180;https://india-bazar.ru/images/stories/virtuemart/product/pimple-clear-cream-himalaya-krem-ot-pryshchej-khimalaya-20-g.jpg;;;Красота;Уход за Лицам
"ANTISEPTIC Cream, Himalaya (АНТИСЕПТИК крем, многоцелевой, Хималая), 20 г.
";"Мультифункциональное аюрведическое средство с антибактериальным, противовоспалительным, дезинфицирующим, противогрибковым, регенерирующим, увлажняющим, успокаивающим и защитным действием.

ANTISEPTIC CREAM, HIMALAYA (антисептический крем) компании Himalaya – это мультифункциональное аюрведическое средство с антибактериальным, противовоспалительным, дезинфицирующим, противогрибковым, регенерирующим, увлажняющим, успокаивающим и защитным действием. Это превосходное средство для лечения порезов, царапин, ран, ожогов, сыпи, язв, акне, экземы, опрелостей и грибковых поражений кожи. Крем также снимает боль, раздражения и зуд, не сушит кожу. Консистенция легкая, цвет серый с небольшим жемчужным блеском, выраженный запах.";227;253;https://india-bazar.ru/images/stories/virtuemart/product/antiseptic-cream-himalaya-antiseptik-krem-mnogotselevoj-khimalaya-20-g.jpg;;;Гигиена;Уход за Лицам
"Careprost, 3 ml, Sun Pharma;Карепрост, средство для роста ресниц, 3 мл, производитель Сан Фарма
";"Карепрост - это средство для стимуляции роста ресниц и повышения их густоты, уже успевшее завоевать популярность по всему миру и получить отличные отзывы.

Пышные и длинные ресницы – мечта любой женщины. В погоне за её исполнением дамы решаются на различные процедуры, которые призваны помочь достичь этого косметического идеала. Но стоит отметить, что результат от таких процедур далеко не всегда радует представительниц прекрасного пола по прошествии времени. Порой, по началу такой шикарный эффект обворожительного взгляда из-под густых ресниц обращается в сущий кошмар: они становятся редкими, часто выпадают, теряют насыщенность природного цвета, медленно растут, либо же не растут вовсе. Во-вторых, далеко не все косметические манипуляции, безвредны для организма и, что немаловажно, они достаточно дорогостоящие. К тому же такие процедуры требуют много времени, а найти действительно профессионального мастера достаточно непросто. Добиться ускорения естественного роста и восстановления ресниц, буквально ничего не делая, поможет Карепрост!

По восторженным отзывам тех, кто уже испытал на себе ""силу"" Карепроста, можно с уверенностью говорить о том, что его эффект превосходит все ожидания.

Препарат уже давно завоевал огромную популярность, в связи с чем нередки продажи его подделок. Родина этого препарата - Индия, и наш интернет-магазин гарантирует его 100%-ую подлинность, так как закупка происходит напрямую от производителя.

Для максимального и устойчивого результата рекомендуем использовать вместе с этим средством аюрведическую тушь для ресниц.

Активные ингредиенты:

Биматопрост (Bimatoprost). Гормоноподобное вещество, синтезированное из морских кораллов, похожее на то, что есть у нас в организме. Это вещество улучшает кровоснабжение фолликулов ресниц а также увеличивает продолжительность жизненной фазы ресничного фолликула. Это приводит к тому, что появляется большое количество новых ресниц, а жизненный цикл уже имеющихся ресничек удлиняется. Благодаря этому они значительно реже выпадают и вырастают гораздо длиннее, чем при обычном цикле роста.

Инструкция по применению: очистите веки. Перед сном возьмите чистую кисточку, нанесите на нее одну каплю средства, и проведите кисточкой вдоль ресниц верхнего века, избегая попадания в глаза. Удалите излишки средства салфеткой. Препарат наносится только на верхнее веко. Если Вы носите линзы, их нужно снять перед его применением препарата, т.к. линзы могут впитать некоторые из ингредиентов. Через 15 минут линзы снова можно надеть. Важно! Следует избегать попадания средства в глаза – в этом случае оно иногда снижает внутриглазное давление. Хранить при температуре не ниже 20-25 градусов. Не хранить в холодильнике.

Противопоказания: офтальмологические заболевания, воспаление сосудистой оболочки глаза, аллергия на биматопрост. При беременности и лактации не рекомендовано применение Карепроста, т.к. нет клинических данных о том, как он влияет на беременных и кормящих женщин.

Состав Карепрoст: в каждом миллилитре содержится: Офтальмологический раствор биматопроста (Bimatoprost) - 0.3 мг, Бензалкония хлорид в качестве консерванта (Benzalkonium chloride solution IP) - 0.01% w/v, Водный раствор (Aqueous buffered vehicle) - q.s. (необходимое количество).

Назначение: редкие, выпадающие ресницы; плохой рост ресниц.
";986;1160;https://abboo.ru/upload/iblock/389/s9sq3mwfu1ojmqhe9otuqoadiew0k1d1.jpg;;;Красота;Уход за глазами
"Спеман оригинальный (Speman) Himalaya, 60 таб.
";"Препарат растительного происхождения. Рекомендуется для повышения мужской потенции и для лечения доброкачественной гиперплазии предстательной железы (аденомы простаты).

СПЕМАН (Speman) компании Himalaya - аюрведический препарат, приготовленный на основе 15 трав. Его действие - комплексное проявление свойств входящих в его состав лекарственных трав. Спеман благотворно влияет на ответственные за эрекцию высшие нервные центры. Снижает степень возбудимости сексуальных центров, находящихся в спинном мозге. Препарат способствует уменьшению перевозбуждения, вызванного синдромом ожидания, успокаивает, не уменьшая потенцию. Очень хорошее тонизирующее и общеукрепляющее средство при нервном истощении, слабости после изнурительных болезней, половом бессилии.

Фармакологическое действие
Действующие вещества растений в составе таблеток Спеман стимулируют сперматогенез, активизируют сперматозоиды, снижают излишнюю вязкость спермы, устраняют застой в предстательной железе, уменьшают уровень выраженности дизурических нарушений, если увеличение предстательной железы доброкачественное.

Показания к применению

функциональные расстройства в сексуальной сфере у мужчин: ускоренная эякуляция, спонтанная сперматорея, сокращение продолжительности полового акта;
возрастные нарушения половых функций;
лечение дисфункций предстательной железы наряду с комплексной терапией.
симптоматическое лечение доброкачественной гиперплазии предстательной железы,
олигоспермиия, и малоподвижность сперматозоидов.";350;;https://jiv-zdrav.ru/wa-data/public/shop/products/04/webp/76/14/1476/images/22259/22259.400.webp;;;Здоровье;Бад
"LIV 52 Himalaya (ЛИВ 52, здоровая печень, Хималая), 60 таб.
";"Лив.52 - самый популярный препарат, эффективно решающий многие проблемы печени, включая такие, как цирроз и гепатит. Произведенный на природном сырье, Лив.52 ДС очищает печень от токсинов, оказывает желчегонное и противовоспалительное воздействие, стимулирует процессы пищеварения и улучшает аппетит, является мощным антиоксидантом.

Активные компоненты оказывают очищающее, иммуномодулирующее и антимикробное воздействие непосредственно на печень, органы переработки и выделения токсичных соединений из организма без вреда для здоровья. Кроме того, препарат способствует минимизации пагубного воздействия тяжёлых лекарств на работу печени и иммунную систему.

Препарат стимулирует внутриклеточный обмен, при длительном и регулярном применении устраняет дегенеративные, жировые и фиброзные изменения тканей печени, а также предупреждает появлению желчных камней. Лив.52 ДС незаменим при лечении таких проблем, как холецистит, цирроз и гепатит всех типов, ожирение, анорексия.

Препарат показал отличные качества и с успехом применяется для профилактики токсических поражений печени, вызванных применением антибиотиков и противотуберкулёзных средств, алкогольными и наркотическими отравлениях, а также после химиотерапии и лучевой терапии.

НАЗНАЧЕНИЕ

Острые и хронические заразные, токсические и медикаментозные гепатиты; цирроз печени, жировой гепатоз, анорексия, профилактика токсических поражений печени, вызываемых противотуберкулезными, противоопухолевыми, контрацептивными, антибактериальными, жаропонижающими медикаментами, химическими материалами, алкоголем.""";306;340;https://www.soksupplements.com/3266-thickbox_default/himalaya-liv52-100tabs.jpg;https://avatars.mds.yandex.net/i?id=888192261c3260566aa44d302d8f5bb02ec7a61e-7083166-images-thumbs&n=13;;Здоровье;Бад
"Лив 52 ДС (Liv.52 DS) Himalaya, 60 таб.
";"Лив.52 ДС - самый популярный препарат, эффективно решающий многие проблемы печени, включая такие, как цирроз и гепатит. Произведенный на природном сырье, Лив.52 ДС очищает печень от токсинов, оказывает желчегонное и противовоспалительное воздействие, стимулирует процессы пищеварения и улучшает аппетит, является мощным антиоксидантом.

Активные компоненты оказывают очищающее, иммуномодулирующее и антимикробное воздействие непосредственно на печень, органы переработки и выделения токсичных соединений из организма без вреда для здоровья. Кроме того, препарат способствует минимизации пагубного воздействия тяжёлых лекарств на работу печени и иммунную систему.

Препарат стимулирует внутриклеточный обмен, при длительном и регулярном применении устраняет дегенеративные, жировые и фиброзные изменения тканей печени, а также предупреждает появлению желчных камней. Лив.52 ДС незаменим при лечении таких проблем, как холецистит, цирроз и гепатит всех типов, ожирение, анорексия.

Препарат показал отличные качества и с успехом применяется для профилактики токсических поражений печени, вызванных применением антибиотиков и противотуберкулёзных средств, алкогольными и наркотическими отравлениях, а также после химиотерапии и лучевой терапии.

НАЗНАЧЕНИЕ

Острые и хронические заразные, токсические и медикаментозные гепатиты; цирроз печени, жировой гепатоз, анорексия, профилактика токсических поражений печени, вызываемых противотуберкулезными, противоопухолевыми, контрацептивными, антибактериальными, жаропонижающими медикаментами, химическими материалами, алкоголем.";306;340;https://disk.yandex.ru/d/H8vPocFHGu1ZZQ/HIMALAYA/2.png;;;Здоровье;Бад
"M2 TONE Tablet Charak (М2 Тон Для сбалансированного менструального цикла, при бесплодии Чарак), 30 таб. (1 блистер)
";"Для сбалансированного менструального цикла
Блистер 30 таблеток.

ДЕЙСТВИЕ

Регулирует и восстанавливает нормальный менструальный цикл
Контролирует аномальное или чрезмерное менструальное кровотечение
Безопасен для длительного использования
Можно принимать даже во время менструального цикла
Улучшает результаты беременности
Менструальный цикл регулируется сложным взаимодействием женских гормонов, которые контролируют начало менструаций во время полового созревания, ритмов и продолжительности менструальных циклов. Нарушения уровня гормонов могут привести к неправильному менструальному течению, чрезмерно обильному или очень незначительному, могут возникать слишком часто, либо длиться слишком долго или могут быть нерегулярными.
M2-TONE - это комплексная формулировка для регулирования менструального цикла и контроля связанных симптомов, таких как боль, летаргия и стресс. M2-TONE содержит сильные проэстрогенные агенты Ashoka (Saraca indica) и Lodhra (Symplocos racemosa), которые корректируют гормональный дисбаланс и улучшают функции яичников. M2-TONE поддерживает баланс питания и улучшает здоровье матки. M2-TONE восстанавливает эмоциональный баланс, снимая беспокойство и напряжение благодаря своим мягким успокаивающим агентам, таким как Ашвандха (Withania somnifera) и Джатаманси (Nardostachys jatamansi), Шатавари (Asparagus racemosus) и Deodaru (Cedrus deodara). Nagkeshar (Mesua ferrea) улучшает эндокринные функции и восстанавливает гормональный баланс. Шуддха-казис - это железо.";468;520;https://india-bazar.ru/images/stories/virtuemart/product/m2-tone-tablet-charak-m2-ton-dlya-sbalansirovannogo-menstrualnogo-tsikla-pri-besplodii-charak-30-tab-1-blister.jpg;https://india-bazar.ru/images/stories/virtuemart/product/m2-tone-tablet-charak-m2-ton-dlya-sbalansirovannogo-menstrualnogo-tsikla-pri-besplodii-charak-30-tab-1-blister1.jpg;https://india-bazar.ru/images/stories/virtuemart/product/m2-tone-tablet-charak-m2-ton-dlya-sbalansirovannogo-menstrualnogo-tsikla-pri-besplodii-charak-30-tab-1-blister3.png;Здоровье;Бад
"MENOSAN Himalaya (МЕНОСАН, при менопаузе и климаксе, Хималая), 60 таб.
";"Меносан – уникальный растительный, аюрведический препарат, который значительно улучшает физическое и эмоциональное состояние женщины в период наступления менопаузы и после него. Данный минерально-травяной комплекс служит прекрасной альтернативой гормональной терапии, но, в отличие от нее, не оказывает на организм негативного влияния и не имеет побочных эффектов.

Меносан применяется для лечения и профилактики заболеваний сердечно-сосудистой системы и остеопороза, которые нередко возникают во время климактерического периода, а также обладает антимикробными и антиоксидантными свойствами. Лекарственные растения, входящие в состав Меносана, способствуют восстановлению гормонального фона, помогают справиться с бессонницей и частыми перепадами настроения.

Природный состав данного препарата борется с неприятными ощущениями, сопровождающими менопаузу:
- появление лишнего веса
- перепады артериального давления, приливы жара
- повышенная потливость
- беспричинная тревога и подавленное настроение
- учащенное сердцебиение
- сухость влагалища

Фитоэстрогены, содержащиеся в Меносане, обладают успокаивающим свойством и способствуют лучшему усвоению гормонов.";648;720;https://india-bazar.ru/images/stories/virtuemart/product/Himalaya_menosan_60_tab_0.jpg;;;Здоровье;Бад
"RUMALAYA FORTE Himalaya (РУМАЛАЯ ФОРТЕ, укрепление опорно-двигательной системы, Хималая), 60 таб.
";"РУМАЛАЯ ФОРТЕ (Rumalaya forte) компании Himalaya укрепляет опорно-двигательную систему, снимает воспаления, боли в мышцах, суставах, мышечные спазмы. Улучшает микроциркуляцию крови в тканях, снимает отеки, делает суставы более подвижными.
Румалая Форте - это растительный препарат, созданный на основе Шаллаки и Гуггула. В отличие от препаратов западной медицины, не причиняет вреда органам пищеварения и почкам, а, наоборот, способствует выведению солей из суставов и камней из почек.

Румалая Форте эффективен для уменьшения отека суставов, боли, скованности и других симптомов воспалительных заболеваний суставов, включая ревматоидный артрит и остеоартрит.

Румалая Форте улучшает кровоснабжение суставов и восстанавливает целостность кровеносных сосудов, разрушенных спазмами. Распад гликозаминогликанов, который приводит к повреждению суставов и разрушению хряща, является распространенным заболеванием у пациентов, принимающих нестероидные противовоспалительные препараты (НПВП).

Румалая Форте является противовоспалительным средством и антиоксидантом, который ингибирует образование оксида азота, который может вызвать дальнейшее окислительное повреждение дегенеративных суставов и костей.";630;700;https://india-bazar.ru/images/stories/virtuemart/product/rumalaya-forte-himalaya-rumalaya-forte-ukreplenie-oporno-dvigatelnoj-sistemy-khimalaya-60-tab.png;https://disk.yandex.ru/d/H8vPocFHGu1ZZQ/HIMALAYA/IMG_0036%20(2).jpg;;Здоровье;Бад
"HIMPLASIA tablets Himalaya (ХИМПЛАЗИЯ, для поддержания здоровой простаты, Хималая), 30 таб.
";"Полезные свойства
Помогает поддерживать здоровье предстательной железы
Способствует нормальному функционированию мочевого пузыря
Обеспечивает здоровую репродуктивную функцию
Поддерживает обычную выработку мочи
Способствует более свободному мочеиспусканию
Стимулирует мужскую фертильность
Оказалась безопасным и экономически эффективным подходом к поддержанию общих нормальных мочеполовых функций.

Природный препарат, предназначенный для лечения мужских урологических заболеваний. Химплазия прекрасно справляется с нарушениями в функционировании мочеполовой системы у мужчин. Восстанавливает воспаленную простату и борется с урологическими инфекциями. Регулирует кровообращение малого таза. Снимает чувство дискомфорта и нормализует мочеиспускание у мужчин.

Препарат применяется как при мужском, так и при женском бесплодии, а также в качестве общеукрепляющего средства перед планированием зачатия.

Уникальный растительный комплекс Химпласия | Himplasia от простаты Himalaya| Гималаи - это смесь индийских трав. Мягкое действие продукта позволяет организму самостоятельно справиться с возникшей проблемой и нормализовать работу мочеполовой системы.

С возрастом предстательная железа может слегка увеличиваться в размерах, что не является препятствием для нормальной жизни мужчин, однако, когда увеличение приводит к так называемой доброкачественной гиперплазии простаты, то возникают проблемы: боли, частые позывы к мочеиспусканию, подтекание мочи, проблемы в половой сфере.

Химпласия | Himplasia средство от простаты Himalaya| Гималаи: достоинства
Древний рецепт химпласии был разработан аюрведическими лекарями для борьбы с увеличенной простатой и нормализации половой функции. Стоит купить химпласию, если появились первые симптомы: внезапные боли при мочеиспускании, частые позывы к опорожнению, особенно в ночное время.";342;380;https://disk.yandex.ru/d/H8vPocFHGu1ZZQ/HIMALAYA/IMG_0038%20(2).jpg;;;Здоровье;Бад
"BRAHMI GHRUTHAM, Nagarjuna (БРАХМИ ГРИТАМ, омолаживающий тоник для мозга, Нагарджуна), 200 мл.
";"Брами Гритам – это эффективный препарат-тоник на основе сильнодействующих трав и топленого масла гхи. Назначение препарата – улучшение обмена веществ на клеточном уровне, иммунитета, восстановление тканей и органов и их функций. Брами Гритам оказывает значительное воздействие на работу головного мозга и нервной системы: поддерживает интеллект, усиливает кровообращение в головном мозге, снимает стрессы, напряжение при высоких физических и ментальных нагрузках, повышает память, концентрацию, улучшает речь, эмоциональную стабильность, а также адаптивность к изменениям среды. Заметно улучшает обучаемость детей. Его прописывают при эпилепсии, истерии, паркинсонизме, умственной отсталости. Масло помогает при бессоннице, а также при потере слуха. Используется при заболеваниях сердечно-сосудистой системы, инфекционных заболеваниях кожи. Сказывается позитивно на здоровье репродуктивной системы: лечит импотенцию у мужчин, бесплодие у женщин.

Гритам – это класс аюрведических препаратов, которые производятся из экстрактов трав, по особой технологии соединенных с маслом гхи, в результате чего целебные свойства трав аккумулируются в масле, усиливают действие друг друга и сохраняются надолго. Гхи – это еще и эффективный проводник этих целебных свойств в ткани, плазму, нервы.

Показания к применению:

• Расстройства нервной системы (тревожность, страхи, депрессия, нарушения речи)
• Ухудшение памяти, рассеянность, паркинсонизм
• Повышенные физические и ментальные нагрузки
• Застой кровообращения
• Нарушения сна
• Нарушения сердечного ритма
• Раннее поседение, выпадение волос
• Головная боль
• Жар
• Импотенция, бесплодие
• Кожные заболевания
• Утрата слуха";666;740;https://india-bazar.ru/images/stories/virtuemart/product/brahmi-ghrutham-nagarjuna-brakhmi-gritam-omolazhivayushchij-tonik-dlya-mozga-nagardzhuna-200-ml.jpg;;;Здоровье;Бад
"LIPOMAP Maharishi Ayurveda (Липомап, снижение уровня холестерина, Махариши Аюрведа), 40 таб.
";"Аюрведический препарат Липомап фирмы Махариши Аюрведа - это уникальный состав на основе растительных и минеральных компонентов служащий для уменьшения высокого уровня холестерина в крови и способствующий похудению.

В основе препарата лежит классическая аюрведическая формула для контроля веса - Медохар гуггул, дополненная и улучшенная растительно-минеральным комплексом.

Холестерин или холестерол - органическое соединение (стероид), природный жирный спирт, содержащийся в клеточных мембранах всех живых организмов. Содержится в большем количестве в тканях животных и пище богатой животными жирами.

Холестерин весьма важный стероид для нашего организма. Он эффективно участвует в процессе переваривания пищи (без него печень не может вырабатывать пищеварительные соли и соки), в выработке мужских и женских половых гормонов (тестостерона, эстрогена, прогестерона). Холестерин способствует выработке надпочечниками кортизола, а в кожном покрове синтезируется витамин Д.

Порядка 75-80% холестерина организм вырабатывает самостоятельно, оставшиеся 20-25% попадают в наш организм вместе с продуктами питания и его уровень может меняться в ту или иную сторону в зависимости от рациона питания.

Существует два типа Холестерина: ""плохой"" и ""хороший"".

""Плохой"" холестерол (низкой плотности), имеет способность оседать на стенках сосудов образовывать бляшки, которые ведут к закупорке кровеносных сосудов и повышают вероятность развития атеросклероза и коронарного заболевания сердца.

В свою очередь, ""хороший"" холестерин имеет высокую плотность (ЛПВД) и иную структуру нежели ""плохой"". Он способен чистить стенки сосудов от ""плохого"" холестерина и отправлять его на дальнейшую переработку в печень.

На сегодняшний день врачи сопоставляют уровень холестерина в крови с питанием и образом жизни.";540;600;https://india-bazar.ru/images/stories/virtuemart/product/lipomap-maharishi-ayurveda-lipomap-cnizhenie-urovnya-kholesterina-makharishi-ayurveda-40-tab57.jpg;https://india-bazar.ru/images/stories/virtuemart/product/lipomap-maharishi-ayurveda-lipomap-cnizhenie-urovnya-kholesterina-makharishi-ayurveda-40-tab.jpg;;Здоровье;Бад
